file,project,version,loc,lloc,sloc,comments,multi,blank,cyclo,wmc,η1,η2,N1,N2,η,N,N_hat,V,D,E,T,B,cbo,lcom,DIT,rfc,ComplexMethod
examples\text_labels_and_annotations\date.py,matplotlib-3.6.0,3.6.0,63.0,23.0,24.0,9.0,21.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\demo_annotation_box.py,matplotlib-3.6.0,3.6.0,118.0,35.0,62.0,23.0,9.0,24.0,0.0,0.0,1.0,3.0,3.0,3.0,4.0,6.0,4.755,12.0,0.5,6.0,0.333,0.004,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\demo_text_path.py,matplotlib-3.6.0,3.6.0,131.0,56.0,79.0,8.0,13.0,30.0,5.0,5.0,3.0,5.0,4.0,6.0,8.0,10.0,16.365,30.0,1.8,54.0,3.0,0.01,3.0,2.0,1.0,9.0,0
examples\text_labels_and_annotations\demo_text_rotation_mode.py,matplotlib-3.6.0,3.6.0,86.0,34.0,41.0,13.0,16.0,16.0,8.0,8.0,2.0,3.0,3.0,5.0,5.0,8.0,6.755,18.575,1.667,30.959,1.72,0.006192,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\dfrac_demo.py,matplotlib-3.6.0,3.6.0,28.0,6.0,7.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\engineering_formatter.py,matplotlib-3.6.0,3.6.0,44.0,22.0,22.0,8.0,6.0,9.0,0.0,0.0,3.0,8.0,4.0,8.0,11.0,12.0,28.755,41.513,1.5,62.27,3.459,0.013838,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\fancyarrow_demo.py,matplotlib-3.6.0,3.6.0,63.0,24.0,39.0,12.0,6.0,6.0,0.0,0.0,6.0,11.0,9.0,16.0,17.0,25.0,53.564,102.187,4.364,445.905,24.773,0.034062,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\fancytextbox_demo.py,matplotlib-3.6.0,3.6.0,26.0,5.0,16.0,0.0,6.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.056,0.000667,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\figlegend_demo.py,matplotlib-3.6.0,3.6.0,30.0,17.0,16.0,0.0,7.0,7.0,0.0,0.0,2.0,7.0,7.0,12.0,9.0,19.0,21.651,60.229,1.714,103.249,5.736,0.020076,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\fonts_demo.py,matplotlib-3.6.0,3.6.0,70.0,47.0,46.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\fonts_demo_kw.py,matplotlib-3.6.0,3.6.0,56.0,30.0,32.0,6.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\font_family_rc.py,matplotlib-3.6.0,3.6.0,73.0,19.0,18.0,8.0,22.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\font_file.py,matplotlib-3.6.0,3.6.0,40.0,9.0,8.0,8.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\font_table.py,matplotlib-3.6.0,3.6.0,122.0,54.0,61.0,14.0,25.0,25.0,16.0,16.0,7.0,19.0,11.0,21.0,26.0,32.0,100.362,150.414,3.868,581.865,32.326,0.050138,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\label_subplots.py,matplotlib-3.6.0,3.6.0,70.0,18.0,23.0,20.0,12.0,15.0,0.0,0.0,3.0,9.0,8.0,14.0,12.0,22.0,33.284,78.869,2.333,184.028,10.224,0.02629,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\legend.py,matplotlib-3.6.0,3.6.0,39.0,14.0,12.0,12.0,6.0,9.0,0.0,0.0,2.0,3.0,2.0,3.0,5.0,5.0,6.755,11.61,1.0,11.61,0.645,0.00387,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\legend_demo.py,matplotlib-3.6.0,3.6.0,182.0,97.0,101.0,33.0,12.0,36.0,13.0,13.0,7.0,29.0,22.0,42.0,36.0,64.0,160.533,330.875,5.069,1677.195,93.177,0.110292,9.0,1.0,1.0,13.0,0
examples\text_labels_and_annotations\line_with_text.py,matplotlib-3.6.0,3.6.0,86.0,36.0,35.0,28.0,7.0,16.0,9.0,9.0,2.0,3.0,3.0,4.0,5.0,7.0,6.755,16.253,1.333,21.671,1.204,0.005418,5.0,1.0,0.0,18.0,0
examples\text_labels_and_annotations\mathtext_asarray.py,matplotlib-3.6.0,3.6.0,59.0,21.0,23.0,22.0,5.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\mathtext_demo.py,matplotlib-3.6.0,3.6.0,26.0,12.0,12.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\mathtext_examples.py,matplotlib-3.6.0,3.6.0,121.0,45.0,82.0,9.0,6.0,24.0,3.0,3.0,6.0,20.0,17.0,34.0,26.0,51.0,101.948,239.722,5.1,1222.584,67.921,0.079907,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\mathtext_fontfamily_example.py,matplotlib-3.6.0,3.6.0,38.0,9.0,10.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\multiline.py,matplotlib-3.6.0,3.6.0,45.0,18.0,29.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\placing_text_boxes.py,matplotlib-3.6.0,3.6.0,36.0,14.0,17.0,2.0,10.0,7.0,0.0,0.0,2.0,8.0,4.0,8.0,10.0,12.0,26.0,39.863,1.0,39.863,2.215,0.013288,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\rainbow_text.py,matplotlib-3.6.0,3.6.0,86.0,28.0,30.0,3.0,38.0,15.0,6.0,6.0,4.0,12.0,7.0,14.0,16.0,21.0,51.02,84.0,2.333,196.0,10.889,0.028,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\stix_fonts_demo.py,matplotlib-3.6.0,3.6.0,32.0,8.0,18.0,0.0,7.0,7.0,0.0,0.0,5.0,11.0,6.0,11.0,16.0,17.0,49.663,68.0,2.5,170.0,9.444,0.022667,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\text_alignment.py,matplotlib-3.6.0,3.6.0,116.0,23.0,56.0,3.0,35.0,22.0,0.0,0.0,2.0,12.0,12.0,24.0,14.0,36.0,45.02,137.065,2.0,274.13,15.229,0.045688,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\text_fontdict.py,matplotlib-3.6.0,3.6.0,31.0,14.0,16.0,1.0,7.0,7.0,0.0,0.0,2.0,6.0,4.0,7.0,8.0,11.0,17.51,33.0,1.167,38.5,2.139,0.011,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\text_rotation.py,matplotlib-3.6.0,3.6.0,49.0,25.0,21.0,1.0,14.0,13.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,6.755,11.61,1.0,11.61,0.645,0.00387,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\text_rotation_relative_to_line.py,matplotlib-3.6.0,3.6.0,42.0,12.0,14.0,5.0,14.0,9.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.056,0.000667,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\tex_demo.py,matplotlib-3.6.0,3.6.0,92.0,32.0,50.0,14.0,12.0,19.0,0.0,0.0,6.0,18.0,19.0,33.0,24.0,52.0,90.568,238.418,5.5,1311.299,72.85,0.079473,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\titles_demo.py,matplotlib-3.6.0,3.6.0,59.0,33.0,32.0,8.0,7.0,14.0,0.0,0.0,1.0,1.0,2.0,2.0,2.0,4.0,0.0,4.0,1.0,4.0,0.222,0.001333,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\unicode_minus.py,matplotlib-3.6.0,3.6.0,28.0,8.0,7.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\usetex_baseline_test.py,matplotlib-3.6.0,3.6.0,26.0,13.0,16.0,0.0,6.0,4.0,0.0,0.0,3.0,5.0,4.0,6.0,8.0,10.0,16.365,30.0,1.8,54.0,3.0,0.01,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\usetex_fonteffects.py,matplotlib-3.6.0,3.6.0,29.0,9.0,14.0,1.0,7.0,7.0,1.0,1.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406,39.863,1.714,68.337,3.796,0.013288,0.0,0.0,0.0,0.0,0
examples\text_labels_and_annotations\watermark_text.py,matplotlib-3.6.0,3.6.0,32.0,9.0,10.0,9.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\ticks\auto_ticks.py,matplotlib-3.6.0,3.6.0,48.0,18.0,17.0,10.0,10.0,11.0,0.0,0.0,1.0,2.0,3.0,6.0,3.0,9.0,2.0,14.265,1.5,21.397,1.189,0.004755,0.0,0.0,0.0,0.0,0
examples\ticks\centered_ticklabels.py,matplotlib-3.6.0,3.6.0,49.0,21.0,20.0,5.0,14.0,11.0,0.0,0.0,2.0,3.0,2.0,3.0,5.0,5.0,6.755,11.61,1.0,11.61,0.645,0.00387,0.0,0.0,0.0,0.0,0
examples\ticks\colorbar_tick_labelling_demo.py,matplotlib-3.6.0,3.6.0,47.0,19.0,18.0,8.0,7.0,16.0,0.0,0.0,1.0,1.0,4.0,4.0,2.0,8.0,0.0,8.0,2.0,16.0,0.889,0.002667,0.0,0.0,0.0,0.0,0
examples\ticks\custom_ticker1.py,matplotlib-3.6.0,3.6.0,35.0,10.0,8.0,9.0,9.0,8.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
examples\ticks\date_concise_formatter.py,matplotlib-3.6.0,3.6.0,181.0,72.0,92.0,60.0,13.0,28.0,0.0,0.0,3.0,9.0,6.0,10.0,12.0,16.0,33.284,57.359,1.667,95.599,5.311,0.01912,0.0,0.0,0.0,0.0,0
examples\ticks\date_demo_convert.py,matplotlib-3.6.0,3.6.0,37.0,19.0,18.0,5.0,5.0,9.0,0.0,0.0,2.0,3.0,2.0,3.0,5.0,5.0,6.755,11.61,1.0,11.61,0.645,0.00387,0.0,0.0,0.0,0.0,0
examples\ticks\date_demo_rrule.py,matplotlib-3.6.0,3.6.0,43.0,20.0,20.0,3.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\ticks\date_formatters_locators.py,matplotlib-3.6.0,3.6.0,92.0,30.0,52.0,21.0,7.0,11.0,3.0,3.0,3.0,7.0,4.0,8.0,10.0,12.0,24.406,39.863,1.714,68.337,3.796,0.013288,0.0,0.0,0.0,0.0,0
examples\ticks\date_index_formatter.py,matplotlib-3.6.0,3.6.0,83.0,39.0,37.0,16.0,12.0,19.0,8.0,8.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,2.0,1.0,1.0,4.0,0
examples\ticks\date_precision_and_epochs.py,matplotlib-3.6.0,3.6.0,157.0,58.0,60.0,55.0,20.0,30.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,6.0,4.755,12.0,0.667,8.0,0.444,0.004,0.0,0.0,0.0,0.0,0
examples\ticks\major_minor_demo.py,matplotlib-3.6.0,3.6.0,96.0,21.0,20.0,29.0,25.0,22.0,0.0,0.0,2.0,13.0,10.0,18.0,15.0,28.0,50.106,109.393,1.385,151.467,8.415,0.036464,0.0,0.0,0.0,0.0,0
examples\ticks\scalarformatter.py,matplotlib-3.6.0,3.6.0,84.0,36.0,41.0,6.0,10.0,27.0,0.0,0.0,4.0,30.0,48.0,84.0,34.0,132.0,155.207,671.545,5.6,3760.653,208.925,0.223848,0.0,0.0,0.0,0.0,0
examples\ticks\tick-formatters.py,matplotlib-3.6.0,3.6.0,136.0,50.0,47.0,51.0,8.0,29.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
examples\ticks\tick-locators.py,matplotlib-3.6.0,3.6.0,77.0,44.0,43.0,9.0,7.0,17.0,1.0,1.0,2.0,4.0,3.0,6.0,6.0,9.0,10.0,23.265,1.5,34.897,1.939,0.007755,0.0,0.0,0.0,0.0,0
examples\ticks\ticklabels_rotation.py,matplotlib-3.6.0,3.6.0,22.0,10.0,9.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\ticks\ticks_too_many.py,matplotlib-3.6.0,3.6.0,76.0,35.0,34.0,16.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\ticks\tick_labels_from_values.py,matplotlib-3.6.0,3.6.0,53.0,16.0,15.0,13.0,12.0,13.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
examples\ticks\tick_label_right.py,matplotlib-3.6.0,3.6.0,27.0,11.0,10.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\ticks\tick_xlabel_top.py,matplotlib-3.6.0,3.6.0,32.0,7.0,6.0,0.0,17.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\units\annotate_with_units.py,matplotlib-3.6.0,3.6.0,36.0,10.0,15.0,2.0,9.0,10.0,0.0,0.0,1.0,8.0,12.0,24.0,9.0,36.0,24.0,114.117,1.5,171.176,9.51,0.038039,0.0,0.0,0.0,0.0,0
examples\units\artist_tests.py,matplotlib-3.6.0,3.6.0,65.0,31.0,32.0,8.0,12.0,13.0,0.0,0.0,2.0,14.0,18.0,34.0,16.0,52.0,55.303,208.0,2.429,505.143,28.063,0.069333,0.0,0.0,0.0,0.0,0
examples\units\bar_demo2.py,matplotlib-3.6.0,3.6.0,37.0,16.0,15.0,2.0,12.0,10.0,0.0,0.0,1.0,6.0,5.0,10.0,7.0,15.0,15.51,42.11,0.833,35.092,1.95,0.014037,0.0,0.0,0.0,0.0,0
examples\units\bar_unit_demo.py,matplotlib-3.6.0,3.6.0,42.0,20.0,20.0,2.0,10.0,12.0,0.0,0.0,3.0,22.0,25.0,50.0,25.0,75.0,102.862,348.289,3.409,1187.35,65.964,0.116096,0.0,0.0,0.0,0.0,0
examples\units\basic_units.py,matplotlib-3.6.0,3.6.0,383.0,273.0,291.0,7.0,5.0,78.0,136.0,136.0,17.0,63.0,49.0,92.0,80.0,141.0,446.056,891.392,12.413,11064.578,614.699,0.297131,67.0,8.0,1.0,24.0,1
examples\units\ellipse_with_units.py,matplotlib-3.6.0,3.6.0,80.0,37.0,45.0,2.0,8.0,25.0,0.0,0.0,3.0,18.0,12.0,22.0,21.0,34.0,79.814,149.339,1.833,273.788,15.21,0.04978,0.0,0.0,0.0,0.0,0
examples\units\evans_test.py,matplotlib-3.6.0,3.6.0,87.0,49.0,49.0,5.0,13.0,19.0,19.0,19.0,5.0,10.0,6.0,12.0,15.0,18.0,44.829,70.324,3.0,210.972,11.721,0.023441,9.0,3.0,0.0,8.0,0
examples\units\radian_demo.py,matplotlib-3.6.0,3.6.0,30.0,10.0,9.0,0.0,10.0,11.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
examples\units\units_sample.py,matplotlib-3.6.0,3.6.0,34.0,13.0,12.0,2.0,11.0,11.0,0.0,0.0,2.0,5.0,4.0,7.0,7.0,11.0,13.61,30.881,1.4,43.233,2.402,0.010294,0.0,0.0,0.0,0.0,0
examples\units\units_scatter.py,matplotlib-3.6.0,3.6.0,30.0,14.0,13.0,1.0,9.0,7.0,0.0,0.0,1.0,2.0,1.0,2.0,3.0,3.0,2.0,4.755,0.5,2.377,0.132,0.001585,0.0,0.0,0.0,0.0,0
examples\userdemo\anchored_box04.py,matplotlib-3.6.0,3.6.0,40.0,18.0,26.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_explain.py,matplotlib-3.6.0,3.6.0,83.0,33.0,68.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple01.py,matplotlib-3.6.0,3.6.0,19.0,5.0,9.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple02.py,matplotlib-3.6.0,3.6.0,20.0,5.0,10.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple03.py,matplotlib-3.6.0,3.6.0,22.0,5.0,12.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple04.py,matplotlib-3.6.0,3.6.0,34.0,6.0,23.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple_coord01.py,matplotlib-3.6.0,3.6.0,19.0,6.0,11.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple_coord02.py,matplotlib-3.6.0,3.6.0,23.0,7.0,12.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_simple_coord03.py,matplotlib-3.6.0,3.6.0,24.0,8.0,14.0,1.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,0.5,1.0,0.056,0.000667,0.0,0.0,0.0,0.0,0
examples\userdemo\annotate_text_arrow.py,matplotlib-3.6.0,3.6.0,44.0,22.0,25.0,1.0,5.0,13.0,0.0,0.0,2.0,9.0,10.0,14.0,11.0,24.0,30.529,83.026,1.556,129.152,7.175,0.027675,0.0,0.0,0.0,0.0,0
examples\userdemo\connectionstyle_demo.py,matplotlib-3.6.0,3.6.0,63.0,27.0,35.0,9.0,8.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\connect_simple01.py,matplotlib-3.6.0,3.6.0,51.0,21.0,30.0,8.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\custom_boxstyle01.py,matplotlib-3.6.0,3.6.0,128.0,34.0,39.0,30.0,36.0,24.0,5.0,5.0,4.0,23.0,24.0,48.0,27.0,72.0,112.042,342.352,4.174,1428.947,79.386,0.114117,2.0,1.0,0.0,3.0,0
examples\userdemo\demo_gridspec01.py,matplotlib-3.6.0,3.6.0,29.0,14.0,13.0,0.0,8.0,8.0,2.0,2.0,2.0,4.0,2.0,4.0,6.0,6.0,10.0,15.51,1.0,15.51,0.862,0.00517,0.0,0.0,0.0,0.0,0
examples\userdemo\demo_gridspec03.py,matplotlib-3.6.0,3.6.0,51.0,31.0,26.0,1.0,10.0,14.0,2.0,2.0,3.0,5.0,12.0,14.0,8.0,26.0,16.365,78.0,4.2,327.6,18.2,0.026,0.0,0.0,0.0,0.0,0
examples\userdemo\demo_gridspec06.py,matplotlib-3.6.0,3.6.0,38.0,22.0,21.0,3.0,6.0,9.0,1.0,1.0,2.0,16.0,11.0,22.0,18.0,33.0,66.0,137.608,1.375,189.21,10.512,0.045869,0.0,0.0,0.0,0.0,0
examples\userdemo\pgf_fonts.py,matplotlib-3.6.0,3.6.0,29.0,14.0,18.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\pgf_preamble_sgskip.py,matplotlib-3.6.0,3.6.0,32.0,14.0,21.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\pgf_texsystem.py,matplotlib-3.6.0,3.6.0,29.0,13.0,18.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\simple_annotate01.py,matplotlib-3.6.0,3.6.0,90.0,40.0,72.0,0.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\simple_legend01.py,matplotlib-3.6.0,3.6.0,26.0,12.0,12.0,3.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\userdemo\simple_legend02.py,matplotlib-3.6.0,3.6.0,23.0,9.0,8.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\user_interfaces\canvasagg.py,matplotlib-3.6.0,3.6.0,70.0,14.0,13.0,24.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_gtk3_panzoom_sgskip.py,matplotlib-3.6.0,3.6.0,43.0,25.0,26.0,3.0,6.0,9.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_gtk3_sgskip.py,matplotlib-3.6.0,3.6.0,40.0,24.0,24.0,2.0,7.0,8.0,0.0,0.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_gtk4_panzoom_sgskip.py,matplotlib-3.6.0,3.6.0,51.0,29.0,31.0,3.0,6.0,12.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_gtk4_sgskip.py,matplotlib-3.6.0,3.6.0,45.0,25.0,26.0,2.0,7.0,11.0,1.0,1.0,1.0,4.0,2.0,4.0,5.0,6.0,8.0,13.932,0.5,6.966,0.387,0.004644,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_qt_sgskip.py,matplotlib-3.6.0,3.6.0,71.0,41.0,41.0,7.0,9.0,14.0,4.0,4.0,3.0,7.0,4.0,7.0,10.0,11.0,24.406,36.541,1.5,54.812,3.045,0.01218,10.0,1.0,0.0,18.0,0
examples\user_interfaces\embedding_in_tk_sgskip.py,matplotlib-3.6.0,3.6.0,67.0,33.0,34.0,10.0,5.0,19.0,1.0,1.0,1.0,12.0,7.0,14.0,13.0,21.0,43.02,77.709,0.583,45.33,2.518,0.025903,0.0,0.0,0.0,0.0,0
examples\user_interfaces\embedding_in_wx2_sgskip.py,matplotlib-3.6.0,3.6.0,64.0,35.0,35.0,6.0,7.0,16.0,7.0,7.0,4.0,13.0,8.0,14.0,17.0,22.0,56.106,89.924,2.154,193.683,10.76,0.029975,12.0,1.0,0.0,14.0,0
examples\user_interfaces\embedding_in_wx3_sgskip.py,matplotlib-3.6.0,3.6.0,145.0,75.0,77.0,17.0,16.0,38.0,12.0,12.0,8.0,46.0,26.0,50.0,54.0,76.0,278.084,437.371,4.348,1901.615,105.645,0.14579,25.0,1.0,0.0,23.0,0
examples\user_interfaces\embedding_in_wx4_sgskip.py,matplotlib-3.6.0,3.6.0,80.0,45.0,46.0,8.0,6.0,20.0,10.0,10.0,4.0,11.0,8.0,14.0,15.0,22.0,46.054,85.952,2.545,218.786,12.155,0.028651,17.0,2.0,1.0,12.0,0
examples\user_interfaces\embedding_in_wx5_sgskip.py,matplotlib-3.6.0,3.6.0,62.0,40.0,41.0,4.0,5.0,12.0,8.0,8.0,3.0,6.0,4.0,6.0,9.0,10.0,20.265,31.699,1.5,47.549,2.642,0.010566,14.0,1.0,0.0,8.0,0
examples\user_interfaces\embedding_webagg_sgskip.py,matplotlib-3.6.0,3.6.0,276.0,109.0,177.0,16.0,38.0,51.0,5.0,5.0,4.0,12.0,6.0,12.0,16.0,18.0,51.02,72.0,2.0,144.0,8.0,0.024,25.0,1.0,0.0,15.0,0
examples\user_interfaces\fourier_demo_wx_sgskip.py,matplotlib-3.6.0,3.6.0,237.0,145.0,164.0,15.0,22.0,37.0,42.0,42.0,13.0,78.0,66.0,120.0,91.0,186.0,538.367,1210.45,10.0,12104.498,672.472,0.403483,27.0,2.0,1.0,34.0,0
examples\user_interfaces\gtk3_spreadsheet_sgskip.py,matplotlib-3.6.0,3.6.0,88.0,57.0,55.0,5.0,7.0,25.0,8.0,8.0,2.0,6.0,3.0,6.0,8.0,9.0,17.51,27.0,1.0,27.0,1.5,0.009,14.0,1.0,0.0,30.0,0
